CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
19,100100041202500001,202500001,2025-10-19,100,41,1,2,6,21,1,8,2025-10-16T21:28:17.198634,2025-10-19T19:28:17.198634,2025-10-17T08:28:17.198634,14.502951,78.562109,"On 16-Oct-2025, a case of ndps - possession was reported near Hubballi-Dharwad CEN Crime PS. Investigation initiated under 100100041202500001."
20,100070029202400001,202400001,2024-06-12,67,29,3,2,7,24,7,5,2024-06-09T23:36:59.429470,2024-06-12T15:36:59.429470,2024-06-10T22:36:59.429470,14.021352,78.337031,"On 09-Jun-2024, a case of criminal breach of trust was reported near Kalaburagi West PS. Investigation initiated under 100070029202400001."
21,100010004202600001,202600001,2026-05-08,101,4,1,2,7,24,2,8,2026-05-07T09:00:00.021817,2026-05-08T06:00:00.021817,2026-05-07T10:00:00.021817,13.085878,77.705357,"On 07-May-2026, a case of criminal breach of trust was reported near Bengaluru Central PS. Investigation initiated under 100010004202600001."
22,100100040202400002,202400002,2024-04-18,12,40,1,2,8,26,1,6,2024-04-17T14:40:04.057264,2024-04-18T00:40:04.057264,2024-04-18T05:40:04.057264,14.438866,78.615937,"On 17-Apr-2024, a case of rioting was reported near Hubballi-Dharwad Rural PS. Investigation initiated under 100100040202400002."
23,100080031202400001,202400001,2024-05-23,67,31,1,2,7,25,1,6,2024-05-21T12:39:56.375714,2024-05-23T05:39:56.375714,2024-05-22T09:39:56.375714,14.129017,78.391183,"On 21-May-2024, a case of forgery was reported near Tumakuru North PS. Investigation initiated under 100080031202400001."
24,100100038202500001,202500001,2025-09-20,74,38,1,2,6,21,5,5,2025-09-20T12:57:19.512205,2025-09-20T16:57:19.512205,2025-09-20T15:57:19.512205,14.426146,78.608745,"On 20-Sep-2025, a case of ndps - possession was reported near Hubballi-Dharwad Rural PS. Investigation initiated under 100100038202500001."
25,100050018202400001,202400001,2024-02-24,116,18,1,2,3,10,1,3,2024-02-22T07:21:26.671965,2024-02-24T09:21:26.671965,2024-02-23T03:21:26.671965,13.713413,78.140869,"On 22-Feb-2024, a case of dowry harassment was reported near Ballari CEN Crime PS. Investigation initiated under 100050018202400001."
26,100060026202500001,202500001,2025-06-09,36,26,1,2,4,15,2,10,2025-06-09T02:53:38.396346,2025-06-09T12:53:38.396346,2025-06-09T15:53:38.396346,13.872026,78.22104,"On 09-Jun-2025, a case of child trafficking was reported near Dakshina West PS. Investigation initiated under 100060026202500001."
27,100100041202600001,202600001,2026-06-28,68,41,1,2,8,27,7,10,2026-06-26T23:08:33.199166,2026-06-28T05:08:33.199166,2026-06-27T23:08:33.199166,14.426736,78.592645,"On 26-Jun-2026, a case of unlawful assembly was reported near Hubballi-Dharwad CEN Crime PS. Investigation initiated under 100100041202600001."
28,100050021202600001,202600001,2026-01-11,36,21,4,2,8,27,2,9,2026-01-10T13:20:00.126041,2026-01-11T23:20:00.126041,2026-01-11T09:20:00.126041,13.720018,78.140334,"On 10-Jan-2026, a case of unlawful assembly was reported near Ballari South PS. Investigation initiated under 100050021202600001."
29,100050019202400001,202400001,2024-02-19,69,19,4,2,2,7,7,5,2024-02-18T01:25:08.474613,2024-02-19T10:25:08.474613,2024-02-19T01:25:08.474613,13.719508,78.064807,"On 18-Feb-2024, a case of burglary was reported near Ballari North PS. Investigation initiated under 100050019202400001."
30,100030012202500001,202500001,2025-05-17,112,12,1,2,3,10,7,5,2025-05-15T05:45:51.066988,2025-05-17T08:45:51.066988,2025-05-15T21:45:51.066988,13.390231,77.9195,"On 15-May-2025, a case of dowry harassment was reported near Mysuru Rural PS. Investigation initiated under 100030012202500001."
31,100070028202600001,202600001,2026-06-12,1,28,1,1,2,8,3,5,2026-06-11T23:35:40.266322,2026-06-12T23:35:40.266322,2026-06-12T04:35:40.266322,14.019345,78.338183,"On 11-Jun-2026, a case of dacoity was reported near Kalaburagi Central PS. Investigation initiated under 100070028202600001."
32,100020008202400001,202400001,2024-08-31,78,8,1,2,5,19,3,6,2024-08-30T10:52:30.897150,2024-08-31T15:52:30.897150,2024-08-30T15:52:30.897150,13.269418,77.790098,"On 30-Aug-2024, a case of cyberstalking was reported near Bengaluru Rural PS. Investigation initiated under 100020008202400001."
33,100090036202600001,202600001,2026-03-04,55,36,1,2,5,17,2,6,2026-03-04T00:50:29.913458,2026-03-04T01:50:29.913458,2026-03-05T00:50:29.913458,14.29339,78.451903,"On 04-Mar-2026, a case of online financial fraud was reported near Shivamogga Town PS. Investigation initiated under 100090036202600001."
34,100060025202500001,202500001,2025-01-08,15,25,2,2,4,15,1,1,2025-01-07T09:36:43.304430,2025-01-08T21:36:43.304430,2025-01-07T16:36:43.304430,13.915341,78.217102,"On 07-Jan-2025, a case of child trafficking was reported near Dakshina North PS. Investigation initiated under 100060025202500001."
35,100010004202500001,202500001,2025-02-08,97,4,4,2,7,25,1,9,2025-02-06T09:14:10.099577,2025-02-08T15:14:10.099577,2025-02-06T23:14:10.099577,13.086522,77.682246,"On 06-Feb-2025, a case of forgery was reported near Bengaluru Central PS. Investigation initiated under 100010004202500001."
36,100010001202500001,202500001,2025-07-19,51,1,1,2,4,16,1,4,2025-07-16T14:13:13.967569,2025-07-19T04:13:13.967569,2025-07-16T22:13:13.967569,13.141163,77.714977,"On 16-Jul-2025, a case of child labour was reported near Bengaluru Rural PS. Investigation initiated under 100010001202500001."
37,100040016202500001,202500001,2025-02-20,22,16,1,2,6,22,4,6,2025-02-18T00:13:20.163621,2025-02-20T15:13:20.163621,2025-02-19T00:13:20.163621,13.585769,77.99366,"On 18-Feb-2025, a case of ndps - trafficking was reported near Belagavi Town PS. Investigation initiated under 100040016202500001."
38,100050019202400001,202400001,2024-09-07,68,19,1,2,7,23,1,5,2024-09-06T18:49:35.620828,2024-09-07T07:49:35.620828,2024-09-07T11:49:35.620828,13.68649,78.063793,"On 06-Sep-2024, a case of cheating was reported near Ballari North PS. Investigation initiated under 100050019202400001."
39,100090037202600001,202600001,2026-03-10,119,37,1,1,1,1,3,6,2026-03-08T19:58:10.346574,2026-03-10T07:58:10.346574,2026-03-09T13:58:10.346574,14.327951,78.44789,"On 08-Mar-2026, a case of murder was reported near Shivamogga South PS. Investigation initiated under 100090037202600001."
40,100100041202400001,202400001,2024-08-29,85,41,1,2,8,27,1,7,2024-08-26T05:28:09.706720,2024-08-29T04:28:09.706720,2024-08-26T18:28:09.706720,14.464785,78.612569,"On 26-Aug-2024, a case of unlawful assembly was reported near Hubballi-Dharwad CEN Crime PS. Investigation initiated under 100100041202400001."
41,100080033202500001,202500001,2025-08-13,50,33,1,1,1,1,2,1,2025-08-13T03:48:55.106770,2025-08-13T15:48:55.106770,2025-08-13T23:48:55.106770,14.181404,78.377043,"On 13-Aug-2025, a case of murder was reported near Tumakuru West PS. Investigation initiated under 100080033202500001."
42,100100040202400003,202400003,2024-12-04,26,40,1,2,6,22,1,8,2024-12-03T14:42:00.183517,2024-12-04T08:42:00.183517,2024-12-04T00:42:00.183517,14.453667,78.639328,"On 03-Dec-2024, a case of ndps - trafficking was reported near Hubballi-Dharwad Rural PS. Investigation initiated under 100100040202400003."
43,100070030202600001,202600001,2026-05-16,39,30,3,2,4,15,4,4,2026-05-16T12:45:05.607749,2026-05-16T21:45:05.607749,2026-05-17T02:45:05.607749,14.038898,78.258518,"On 16-May-2026, a case of child trafficking was reported near Kalaburagi Rural PS. Investigation initiated under 100070030202600001."
44,100060026202500001,202500001,2025-12-20,72,26,4,2,6,22,1,10,2025-12-19T16:50:04.177062,2025-12-20T05:50:04.177062,2025-12-20T01:50:04.177062,13.8438,78.219285,"On 19-Dec-2025, a case of ndps - trafficking was reported near Dakshina West PS. Investigation initiated under 100060026202500001."
45,100040016202400001,202400001,2024-01-14,24,16,1,2,3,12,2,7,2024-01-12T01:15:46.232733,2024-01-14T13:15:46.232733,2024-01-12T09:15:46.232733,13.601376,78.007576,"On 12-Jan-2024, a case of domestic violence was reported near Belagavi Town PS. Investigation initiated under 100040016202400001."
46,100080032202400001,202400001,2024-04-13,23,32,1,2,6,22,3,5,2024-04-13T00:33:21.696998,2024-04-13T15:33:21.696998,2024-04-13T12:33:21.696998,14.156798,78.390386,"On 13-Apr-2024, a case of ndps - trafficking was reported near Tumakuru Rural PS. Investigation initiated under 100080032202400001."
47,100060023202500001,202500001,2025-08-09,88,23,4,2,8,26,1,8,2025-08-07T15:26:27.225203,2025-08-09T17:26:27.225203,2025-08-08T09:26:27.225203,13.872144,78.194097,"On 07-Aug-2025, a case of rioting was reported near Dakshina Town PS. Investigation initiated under 100060023202500001."
48,100100042202500001,202500001,2025-07-23,100,42,2,2,5,17,2,4,2025-07-21T12:03:40.733377,2025-07-23T09:03:40.733377,2025-07-21T15:03:40.733377,14.465507,78.643996,"On 21-Jul-2025, a case of online financial fraud was reported near Hubballi-Dharwad East PS. Investigation initiated under 100100042202500001."
49,100050021202400001,202400001,2024-10-12,82,21,2,2,7,24,1,2,2024-10-10T13:30:57.330552,2024-10-12T00:30:57.330552,2024-10-11T10:30:57.330552,13.713023,78.089799,"On 10-Oct-2024, a case of criminal breach of trust was reported near Ballari South PS. Investigation initiated under 100050021202400001."
50,100030009202400001,202400001,2024-07-13,48,9,3,2,5,18,6,3,2024-07-11T12:25:37.122776,2024-07-13T00:25:37.122776,2024-07-11T15:25:37.122776,13.437059,77.869639,"On 11-Jul-2024, a case of hacking was reported near Mysuru North PS. Investigation initiated under 100030009202400001."
51,100020007202400001,202400001,2024-06-14,68,7,1,2,6,22,1,10,2024-06-13T16:36:17.489364,2024-06-14T10:36:17.489364,2024-06-14T13:36:17.489364,13.320894,77.758885,"On 13-Jun-2024, a case of ndps - trafficking was reported near Bengaluru CEN Crime PS. Investigation initiated under 100020007202400001."
52,100050020202500001,202500001,2025-03-18,64,20,1,2,4,16,2,10,2025-03-18T15:09:48.227955,2025-03-18T22:09:48.227955,2025-03-18T23:09:48.227955,13.721089,78.055874,"On 18-Mar-2025, a case of child labour was reported near Ballari Central PS. Investigation initiated under 100050020202500001."
53,100100041202500002,202500002,2025-08-31,36,41,1,2,7,24,4,2,2025-08-30T23:11:50.804236,2025-08-31T10:11:50.804236,2025-08-31T20:11:50.804236,14.475256,78.606205,"On 30-Aug-2025, a case of criminal breach of trust was reported near Hubballi-Dharwad CEN Crime PS. Investigation initiated under 100100041202500002."
54,100050017202400001,202400001,2024-04-19,68,17,1,2,3,12,4,2,2024-04-18T18:13:02.334097,2024-04-19T10:13:02.334097,2024-04-18T19:13:02.334097,13.705101,78.087532,"On 18-Apr-2024, a case of domestic violence was reported near Ballari Central PS. Investigation initiated under 100050017202400001."
55,100080031202500001,202500001,2025-02-01,84,31,1,2,3,11,7,7,2025-02-01T14:58:28.223665,2025-02-01T19:58:28.223665,2025-02-02T08:58:28.223665,14.201912,78.416002,"On 01-Feb-2025, a case of molestation was reported near Tumakuru North PS. Investigation initiated under 100080031202500001."
56,100090037202500001,202500001,2025-02-01,102,37,2,2,4,15,2,4,2025-01-29T16:05:16.158017,2025-02-01T08:05:16.158017,2025-01-29T23:05:16.158017,14.344846,78.499256,"On 29-Jan-2025, a case of child trafficking was reported near Shivamogga South PS. Investigation initiated under 100090037202500001."
57,100100041202600001,202600001,2026-04-06,34,41,2,2,2,9,2,6,2026-04-03T20:50:12.295767,2026-04-06T04:50:12.295767,2026-04-04T18:50:12.295767,14.518022,78.568277,"On 03-Apr-2026, a case of criminal trespass was reported near Hubballi-Dharwad CEN Crime PS. Investigation initiated under 100100041202600001."
58,100020008202400002,202400002,2024-08-21,46,8,1,2,5,17,1,7,2024-08-19T16:37:56.795426,2024-08-21T10:37:56.795426,2024-08-19T21:37:56.795426,13.230721,77.769422,"On 19-Aug-2024, a case of online financial fraud was reported near Bengaluru Rural PS. Investigation initiated under 100020008202400002."
59,100020006202500001,202500001,2025-03-03,17,6,1,2,5,17,1,2,2025-03-03T06:44:40.834411,2025-03-03T15:44:40.834411,2025-03-03T13:44:40.834411,13.31185,77.788943,"On 03-Mar-2025, a case of online financial fraud was reported near Bengaluru Rural PS. Investigation initiated under 100020006202500001."
60,100030013202500002,202500002,2025-07-05,46,13,1,2,4,16,7,8,2025-07-02T20:22:03.706052,2025-07-05T18:22:03.706052,2025-07-02T21:22:03.706052,13.47054,77.922792,"On 02-Jul-2025, a case of child labour was reported near Mysuru Central PS. Investigation initiated under 100030013202500002."
61,100100038202400002,202400002,2024-03-01,25,38,1,2,6,21,4,8,2024-02-28T04:40:43.199308,2024-03-01T02:40:43.199308,2024-02-28T23:40:43.199308,14.477961,78.600911,"On 28-Feb-2024, a case of ndps - possession was reported near Hubballi-Dharwad Rural PS. Investigation initiated under 100100038202400002."
62,100050021202400001,202400001,2024-10-09,85,21,1,2,3,11,4,7,2024-10-07T02:21:08.177523,2024-10-09T22:21:08.177523,2024-10-07T14:21:08.177523,13.767656,78.081959,"On 07-Oct-2024, a case of molestation was reported near Ballari South PS. Investigation initiated under 100050021202400001."
63,100010003202400001,202400001,2024-07-25,31,3,1,2,6,21,3,6,2024-07-25T00:34:27.129121,2024-07-25T14:34:27.129121,2024-07-25T16:34:27.129121,13.085664,77.719134,"On 25-Jul-2024, a case of ndps - possession was reported near Bengaluru East PS. Investigation initiated under 100010003202400001."
64,100080032202500001,202500001,2025-06-28,21,32,3,2,6,22,1,8,2025-06-26T02:31:48.367833,2025-06-28T16:31:48.367833,2025-06-26T21:31:48.367833,14.186697,78.413316,"On 26-Jun-2025, a case of ndps - trafficking was reported near Tumakuru Rural PS. Investigation initiated under 100080032202500001."
65,100060026202500002,202500002,2025-01-09,81,26,1,2,8,26,1,10,2025-01-09T15:52:23.838370,2025-01-09T16:52:23.838370,2025-01-10T05:52:23.838370,13.830363,78.22699,"On 09-Jan-2025, a case of rioting was reported near Dakshina West PS. Investigation initiated under 100060026202500002."
66,100020006202500002,202500002,2025-04-03,69,6,1,2,7,25,1,8,2025-04-03T07:37:17.987808,2025-04-03T15:37:17.987808,2025-04-03T20:37:17.987808,13.303441,77.786463,"On 03-Apr-2025, a case of forgery was reported near Bengaluru Rural PS. Investigation initiated under 100020006202500002."
67,100050021202500001,202500001,2025-11-26,59,21,3,2,2,5,2,1,2025-11-24T20:06:04.253128,2025-11-26T23:06:04.253128,2025-11-25T14:06:04.253128,13.704213,78.07222,"On 24-Nov-2025, a case of theft was reported near Ballari South PS. Investigation initiated under 100050021202500001."
68,100060022202400001,202400001,2024-08-03,40,22,1,2,1,4,7,5,2024-08-01T00:42:37.730602,2024-08-03T00:42:37.730602,2024-08-01T01:42:37.730602,13.855387,78.223965,"On 01-Aug-2024, a case of assault was reported near Dakshina East PS. Investigation initiated under 100060022202400001."
69,100060024202400001,202400001,2024-08-04,23,24,2,2,7,25,7,8,2024-08-04T13:28:09.410580,2024-08-04T17:28:09.410580,2024-08-04T21:28:09.410580,13.858847,78.204004,"On 04-Aug-2024, a case of forgery was reported near Dakshina Traffic PS. Investigation initiated under 100060024202400001."
70,100010001202500002,202500002,2025-10-17,39,1,1,2,5,19,2,9,2025-10-15T06:29:53.688189,2025-10-17T07:29:53.688189,2025-10-15T18:29:53.688189,13.1175,77.666421,"On 15-Oct-2025, a case of cyberstalking was reported near Bengaluru Rural PS. Investigation initiated under 100010001202500002."
71,100030009202400001,202400001,2024-08-19,91,9,1,2,8,27,1,10,2024-08-17T01:53:48.891418,2024-08-19T07:53:48.891418,2024-08-17T14:53:48.891418,13.410427,77.848132,"On 17-Aug-2024, a case of unlawful assembly was reported near Mysuru North PS. Investigation initiated under 100030009202400001."
72,100100038202400003,202400003,2024-02-03,112,38,1,1,2,8,1,7,2024-02-03T07:30:04.319614,2024-02-03T17:30:04.319614,2024-02-03T23:30:04.319614,14.510543,78.594648,"On 03-Feb-2024, a case of dacoity was reported near Hubballi-Dharwad Rural PS. Investigation initiated under 100100038202400003."
73,100060024202500001,202500001,2025-03-28,113,24,4,2,6,21,1,6,2025-03-28T11:53:46.400792,2025-03-28T12:53:46.400792,2025-03-29T08:53:46.400792,13.89496,78.167227,"On 28-Mar-2025, a case of ndps - possession was reported near Dakshina Traffic PS. Investigation initiated under 100060024202500001."
74,100040014202400001,202400001,2024-05-31,69,14,1,2,3,10,2,10,2024-05-31T18:31:14.775523,2024-05-31T23:31:14.775523,2024-06-01T07:31:14.775523,13.609254,77.970179,"On 31-May-2024, a case of dowry harassment was reported near Belagavi CEN Crime PS. Investigation initiated under 100040014202400001."
75,100100040202400004,202400004,2024-03-02,46,40,1,2,2,5,2,7,2024-03-01T05:36:13.862532,2024-03-02T07:36:13.862532,2024-03-01T14:36:13.862532,14.50475,78.641912,"On 01-Mar-2024, a case of theft was reported near Hubballi-Dharwad Rural PS. Investigation initiated under 100100040202400004."
76,100100042202500001,202500001,2025-11-26,47,42,1,2,5,19,2,6,2025-11-26T09:23:34.507418,2025-11-26T22:23:34.507418,2025-11-26T15:23:34.507418,14.509014,78.629825,"On 26-Nov-2025, a case of cyberstalking was reported near Hubballi-Dharwad East PS. Investigation initiated under 100100042202500001."
77,100080031202600001,202600001,2026-04-13,62,31,2,2,3,10,1,10,2026-04-12T19:37:06.122061,2026-04-13T03:37:06.122061,2026-04-13T01:37:06.122061,14.131971,78.435723,"On 12-Apr-2026, a case of dowry harassment was reported near Tumakuru North PS. Investigation initiated under 100080031202600001."
78,100090034202400001,202400001,2024-05-03,56,34,2,2,4,16,6,4,2024-04-30T23:49:24.986229,2024-05-03T18:49:24.986229,2024-05-01T16:49:24.986229,14.340424,78.506424,"On 30-Apr-2024, a case of child labour was reported near Shivamogga Cyber Crime PS. Investigation initiated under 100090034202400001."
79,100020008202400001,202400001,2024-04-20,102,8,4,1,1,1,2,10,2024-04-20T11:22:53.100326,2024-04-20T16:22:53.100326,2024-04-21T05:22:53.100326,13.27651,77.827191,"On 20-Apr-2024, a case of murder was reported near Bengaluru Rural PS. Investigation initiated under 100020008202400001."
80,100070027202400001,202400001,2024-04-24,92,27,1,1,4,14,1,6,2024-04-22T04:09:09.396321,2024-04-24T07:09:09.396321,2024-04-22T11:09:09.396321,14.017305,78.322742,"On 22-Apr-2024, a case of pocso offences was reported near Kalaburagi Traffic PS. Investigation initiated under 100070027202400001."
81,100050018202600001,202600001,2026-05-14,96,18,1,2,6,22,2,9,2026-05-13T08:30:39.234562,2026-05-14T02:30:39.234562,2026-05-13T13:30:39.234562,13.712875,78.114601,"On 13-May-2026, a case of ndps - trafficking was reported near Ballari CEN Crime PS. Investigation initiated under 100050018202600001."
82,100060025202500001,202500001,2025-03-30,8,25,1,1,1,2,1,5,2025-03-29T08:03:25.416934,2025-03-30T05:03:25.416934,2025-03-29T18:03:25.416934,13.889939,78.159243,"On 29-Mar-2025, a case of attempt to murder was reported near Dakshina North PS. Investigation initiated under 100060025202500001."
83,100070029202400001,202400001,2024-11-06,10,29,2,2,6,21,4,3,2024-11-05T05:08:05.769901,2024-11-06T06:08:05.769901,2024-11-05T15:08:05.769901,14.016481,78.342945,"On 05-Nov-2024, a case of ndps - possession was reported near Kalaburagi West PS. Investigation initiated under 100070029202400001."
84,100010005202500001,202500001,2025-11-24,70,5,2,2,6,21,7,9,2025-11-21T22:26:07.461876,2025-11-24T17:26:07.461876,2025-11-22T01:26:07.461876,13.150226,77.660537,"On 21-Nov-2025, a case of ndps - possession was reported near Bengaluru Central PS. Investigation initiated under 100010005202500001."
85,100040016202400001,202400001,2024-03-29,4,16,4,2,6,22,7,9,2024-03-28T16:00:48.424485,2024-03-29T07:00:48.424485,2024-03-29T05:00:48.424485,13.547259,78.016998,"On 28-Mar-2024, a case of ndps - trafficking was reported near Belagavi Town PS. Investigation initiated under 100040016202400001."
86,100040014202500001,202500001,2025-03-30,92,14,1,2,7,25,5,6,2025-03-30T00:02:10.264586,2025-03-30T10:02:10.264586,2025-03-31T00:02:10.264586,13.590204,77.946975,"On 30-Mar-2025, a case of forgery was reported near Belagavi CEN Crime PS. Investigation initiated under 100040014202500001."
87,100090035202400001,202400001,2024-02-14,16,35,1,2,3,12,3,1,2024-02-12T09:01:45.168832,2024-02-14T09:01:45.168832,2024-02-12T10:01:45.168832,14.326952,78.500107,"On 12-Feb-2024, a case of domestic violence was reported near Shivamogga East PS. Investigation initiated under 100090035202400001."
88,100050017202500001,202500001,2025-02-14,25,17,1,2,8,27,2,6,2025-02-13T10:21:24.060447,2025-02-14T17:21:24.060447,2025-02-13T14:21:24.060447,13.700114,78.051581,"On 13-Feb-2025, a case of unlawful assembly was reported near Ballari Central PS. Investigation initiated under 100050017202500001."
89,100020007202400002,202400002,2024-05-04,81,7,1,2,2,7,6,2,2024-05-04T05:27:07.720725,2024-05-04T23:27:07.720725,2024-05-04T23:27:07.720725,13.241243,77.817954,"On 04-May-2024, a case of burglary was reported near Bengaluru CEN Crime PS. Investigation initiated under 100020007202400002."
90,100030009202500002,202500002,2025-06-25,30,9,1,2,3,11,4,2,2025-06-22T21:26:42.944824,2025-06-25T11:26:42.944824,2025-06-23T09:26:42.944824,13.375642,77.920747,"On 22-Jun-2025, a case of molestation was reported near Mysuru North PS. Investigation initiated under 100030009202500002."
91,100080031202500001,202500001,2025-12-27,20,31,3,1,1,2,2,3,2025-12-26T09:22:09.722291,2025-12-27T15:22:09.722291,2025-12-26T12:22:09.722291,14.173054,78.372681,"On 26-Dec-2025, a case of attempt to murder was reported near Tumakuru North PS. Investigation initiated under 100080031202500001."
92,100060026202500003,202500003,2025-01-11,62,26,1,2,1,3,7,3,2025-01-10T10:52:15.179016,2025-01-11T14:52:15.179016,2025-01-11T01:52:15.179016,13.882253,78.191741,"On 10-Jan-2025, a case of grievous hurt was reported near Dakshina West PS. Investigation initiated under 100060026202500003."
93,100030012202500002,202500002,2025-04-24,100,12,1,1,1,1,1,7,2025-04-23T12:38:38.003438,2025-04-24T05:38:38.003438,2025-04-24T08:38:38.003438,13.425529,77.84472,"On 23-Apr-2025, a case of murder was reported near Mysuru Rural PS. Investigation initiated under 100030012202500002."
