CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
44,100060026202500001,202500001,2025-12-20,72,26,4,2,6,22,1,10,2025-12-19 16:50:04,2025-12-20 05:50:04,2025-12-20 01:50:04,13.8438,78.219285,"On 19-Dec-2025, a case of ndps - trafficking was reported near Dakshina West PS. Investigation initiated under 100060026202500001."
45,100040016202400001,202400001,2024-01-14,24,16,1,2,3,12,2,7,2024-01-12 01:15:46,2024-01-14 13:15:46,2024-01-12 09:15:46,13.601376,78.007576,"On 12-Jan-2024, a case of domestic violence was reported near Belagavi Town PS. Investigation initiated under 100040016202400001."
46,100080032202400001,202400001,2024-04-13,23,32,1,2,6,22,3,5,2024-04-13 00:33:21,2024-04-13 15:33:21,2024-04-13 12:33:21,14.156798,78.390386,"On 13-Apr-2024, a case of ndps - trafficking was reported near Tumakuru Rural PS. Investigation initiated under 100080032202400001."
47,100060023202500001,202500001,2025-08-09,88,23,4,2,8,26,1,8,2025-08-07 15:26:27,2025-08-09 17:26:27,2025-08-08 09:26:27,13.872144,78.194097,"On 07-Aug-2025, a case of rioting was reported near Dakshina Town PS. Investigation initiated under 100060023202500001."
48,100100042202500001,202500001,2025-07-23,100,42,2,2,5,17,2,4,2025-07-21 12:03:40,2025-07-23 09:03:40,2025-07-21 15:03:40,14.465507,78.643996,"On 21-Jul-2025, a case of online financial fraud was reported near Hubballi-Dharwad East PS. Investigation initiated under 100100042202500001."
49,100050021202400001,202400001,2024-10-12,82,21,2,2,7,24,1,2,2024-10-10 13:30:57,2024-10-12 00:30:57,2024-10-11 10:30:57,13.713023,78.089799,"On 10-Oct-2024, a case of criminal breach of trust was reported near Ballari South PS. Investigation initiated under 100050021202400001."
50,100030009202400001,202400001,2024-07-13,48,9,3,2,5,18,6,3,2024-07-11 12:25:37,2024-07-13 00:25:37,2024-07-11 15:25:37,13.437059,77.869639,"On 11-Jul-2024, a case of hacking was reported near Mysuru North PS. Investigation initiated under 100030009202400001."
51,100020007202400001,202400001,2024-06-14,68,7,1,2,6,22,1,10,2024-06-13 16:36:17,2024-06-14 10:36:17,2024-06-14 13:36:17,13.320894,77.758885,"On 13-Jun-2024, a case of ndps - trafficking was reported near Bengaluru CEN Crime PS. Investigation initiated under 100020007202400001."
52,100050020202500001,202500001,2025-03-18,64,20,1,2,4,16,2,10,2025-03-18 15:09:48,2025-03-18 22:09:48,2025-03-18 23:09:48,13.721089,78.055874,"On 18-Mar-2025, a case of child labour was reported near Ballari Central PS. Investigation initiated under 100050020202500001."
53,100100041202500002,202500002,2025-08-31,36,41,1,2,7,24,4,2,2025-08-30 23:11:50,2025-08-31 10:11:50,2025-08-31 20:11:50,14.475256,78.606205,"On 30-Aug-2025, a case of criminal breach of trust was reported near Hubballi-Dharwad CEN Crime PS. Investigation initiated under 100100041202500002."
54,100050017202400001,202400001,2024-04-19,68,17,1,2,3,12,4,2,2024-04-18 18:13:02,2024-04-19 10:13:02,2024-04-18 19:13:02,13.705101,78.087532,"On 18-Apr-2024, a case of domestic violence was reported near Ballari Central PS. Investigation initiated under 100050017202400001."
55,100080031202500001,202500001,2025-02-01,84,31,1,2,3,11,7,7,2025-02-01 14:58:28,2025-02-01 19:58:28,2025-02-02 08:58:28,14.201912,78.416002,"On 01-Feb-2025, a case of molestation was reported near Tumakuru North PS. Investigation initiated under 100080031202500001."
56,100090037202500001,202500001,2025-02-01,102,37,2,2,4,15,2,4,2025-01-29 16:05:16,2025-02-01 08:05:16,2025-01-29 23:05:16,14.344846,78.499256,"On 29-Jan-2025, a case of child trafficking was reported near Shivamogga South PS. Investigation initiated under 100090037202500001."
57,100100041202600001,202600001,2026-04-06,34,41,2,2,2,9,2,6,2026-04-03 20:50:12,2026-04-06 04:50:12,2026-04-04 18:50:12,14.518022,78.568277,"On 03-Apr-2026, a case of criminal trespass was reported near Hubballi-Dharwad CEN Crime PS. Investigation initiated under 100100041202600001."
58,100020008202400002,202400002,2024-08-21,46,8,1,2,5,17,1,7,2024-08-19 16:37:56,2024-08-21 10:37:56,2024-08-19 21:37:56,13.230721,77.769422,"On 19-Aug-2024, a case of online financial fraud was reported near Bengaluru Rural PS. Investigation initiated under 100020008202400002."
59,100020006202500001,202500001,2025-03-03,17,6,1,2,5,17,1,2,2025-03-03 06:44:40,2025-03-03 15:44:40,2025-03-03 13:44:40,13.31185,77.788943,"On 03-Mar-2025, a case of online financial fraud was reported near Bengaluru Rural PS. Investigation initiated under 100020006202500001."
60,100030013202500002,202500002,2025-07-05,46,13,1,2,4,16,7,8,2025-07-02 20:22:03,2025-07-05 18:22:03,2025-07-02 21:22:03,13.47054,77.922792,"On 02-Jul-2025, a case of child labour was reported near Mysuru Central PS. Investigation initiated under 100030013202500002."
61,100100038202400002,202400002,2024-03-01,25,38,1,2,6,21,4,8,2024-02-28 04:40:43,2024-03-01 02:40:43,2024-02-28 23:40:43,14.477961,78.600911,"On 28-Feb-2024, a case of ndps - possession was reported near Hubballi-Dharwad Rural PS. Investigation initiated under 100100038202400002."
62,100050021202400001,202400001,2024-10-09,85,21,1,2,3,11,4,7,2024-10-07 02:21:08,2024-10-09 22:21:08,2024-10-07 14:21:08,13.767656,78.081959,"On 07-Oct-2024, a case of molestation was reported near Ballari South PS. Investigation initiated under 100050021202400001."
63,100010003202400001,202400001,2024-07-25,31,3,1,2,6,21,3,6,2024-07-25 00:34:27,2024-07-25 14:34:27,2024-07-25 16:34:27,13.085664,77.719134,"On 25-Jul-2024, a case of ndps - possession was reported near Bengaluru East PS. Investigation initiated under 100010003202400001."
64,100080032202500001,202500001,2025-06-28,21,32,3,2,6,22,1,8,2025-06-26 02:31:48,2025-06-28 16:31:48,2025-06-26 21:31:48,14.186697,78.413316,"On 26-Jun-2025, a case of ndps - trafficking was reported near Tumakuru Rural PS. Investigation initiated under 100080032202500001."
65,100060026202500002,202500002,2025-01-09,81,26,1,2,8,26,1,10,2025-01-09 15:52:23,2025-01-09 16:52:23,2025-01-10 05:52:23,13.830363,78.22699,"On 09-Jan-2025, a case of rioting was reported near Dakshina West PS. Investigation initiated under 100060026202500002."
66,100020006202500002,202500002,2025-04-03,69,6,1,2,7,25,1,8,2025-04-03 07:37:17,2025-04-03 15:37:17,2025-04-03 20:37:17,13.303441,77.786463,"On 03-Apr-2025, a case of forgery was reported near Bengaluru Rural PS. Investigation initiated under 100020006202500002."
67,100050021202500001,202500001,2025-11-26,59,21,3,2,2,5,2,1,2025-11-24 20:06:04,2025-11-26 23:06:04,2025-11-25 14:06:04,13.704213,78.07222,"On 24-Nov-2025, a case of theft was reported near Ballari South PS. Investigation initiated under 100050021202500001."
68,100060022202400001,202400001,2024-08-03,40,22,1,2,1,4,7,5,2024-08-01 00:42:37,2024-08-03 00:42:37,2024-08-01 01:42:37,13.855387,78.223965,"On 01-Aug-2024, a case of assault was reported near Dakshina East PS. Investigation initiated under 100060022202400001."
69,100060024202400001,202400001,2024-08-04,23,24,2,2,7,25,7,8,2024-08-04 13:28:09,2024-08-04 17:28:09,2024-08-04 21:28:09,13.858847,78.204004,"On 04-Aug-2024, a case of forgery was reported near Dakshina Traffic PS. Investigation initiated under 100060024202400001."
70,100010001202500002,202500002,2025-10-17,39,1,1,2,5,19,2,9,2025-10-15 06:29:53,2025-10-17 07:29:53,2025-10-15 18:29:53,13.1175,77.666421,"On 15-Oct-2025, a case of cyberstalking was reported near Bengaluru Rural PS. Investigation initiated under 100010001202500002."
71,100030009202400001,202400001,2024-08-19,91,9,1,2,8,27,1,10,2024-08-17 01:53:48,2024-08-19 07:53:48,2024-08-17 14:53:48,13.410427,77.848132,"On 17-Aug-2024, a case of unlawful assembly was reported near Mysuru North PS. Investigation initiated under 100030009202400001."
72,100100038202400003,202400003,2024-02-03,112,38,1,1,2,8,1,7,2024-02-03 07:30:04,2024-02-03 17:30:04,2024-02-03 23:30:04,14.510543,78.594648,"On 03-Feb-2024, a case of dacoity was reported near Hubballi-Dharwad Rural PS. Investigation initiated under 100100038202400003."
73,100060024202500001,202500001,2025-03-28,113,24,4,2,6,21,1,6,2025-03-28 11:53:46,2025-03-28 12:53:46,2025-03-29 08:53:46,13.89496,78.167227,"On 28-Mar-2025, a case of ndps - possession was reported near Dakshina Traffic PS. Investigation initiated under 100060024202500001."
74,100040014202400001,202400001,2024-05-31,69,14,1,2,3,10,2,10,2024-05-31 18:31:14,2024-05-31 23:31:14,2024-06-01 07:31:14,13.609254,77.970179,"On 31-May-2024, a case of dowry harassment was reported near Belagavi CEN Crime PS. Investigation initiated under 100040014202400001."
75,100100040202400004,202400004,2024-03-02,46,40,1,2,2,5,2,7,2024-03-01 05:36:13,2024-03-02 07:36:13,2024-03-01 14:36:13,14.50475,78.641912,"On 01-Mar-2024, a case of theft was reported near Hubballi-Dharwad Rural PS. Investigation initiated under 100100040202400004."
76,100100042202500001,202500001,2025-11-26,47,42,1,2,5,19,2,6,2025-11-26 09:23:34,2025-11-26 22:23:34,2025-11-26 15:23:34,14.509014,78.629825,"On 26-Nov-2025, a case of cyberstalking was reported near Hubballi-Dharwad East PS. Investigation initiated under 100100042202500001."
77,100080031202600001,202600001,2026-04-13,62,31,2,2,3,10,1,10,2026-04-12 19:37:06,2026-04-13 03:37:06,2026-04-13 01:37:06,14.131971,78.435723,"On 12-Apr-2026, a case of dowry harassment was reported near Tumakuru North PS. Investigation initiated under 100080031202600001."
78,100090034202400001,202400001,2024-05-03,56,34,2,2,4,16,6,4,2024-04-30 23:49:24,2024-05-03 18:49:24,2024-05-01 16:49:24,14.340424,78.506424,"On 30-Apr-2024, a case of child labour was reported near Shivamogga Cyber Crime PS. Investigation initiated under 100090034202400001."
79,100020008202400001,202400001,2024-04-20,102,8,4,1,1,1,2,10,2024-04-20 11:22:53,2024-04-20 16:22:53,2024-04-21 05:22:53,13.27651,77.827191,"On 20-Apr-2024, a case of murder was reported near Bengaluru Rural PS. Investigation initiated under 100020008202400001."
80,100070027202400001,202400001,2024-04-24,92,27,1,1,4,14,1,6,2024-04-22 04:09:09,2024-04-24 07:09:09,2024-04-22 11:09:09,14.017305,78.322742,"On 22-Apr-2024, a case of pocso offences was reported near Kalaburagi Traffic PS. Investigation initiated under 100070027202400001."
81,100050018202600001,202600001,2026-05-14,96,18,1,2,6,22,2,9,2026-05-13 08:30:39,2026-05-14 02:30:39,2026-05-13 13:30:39,13.712875,78.114601,"On 13-May-2026, a case of ndps - trafficking was reported near Ballari CEN Crime PS. Investigation initiated under 100050018202600001."
82,100060025202500001,202500001,2025-03-30,8,25,1,1,1,2,1,5,2025-03-29 08:03:25,2025-03-30 05:03:25,2025-03-29 18:03:25,13.889939,78.159243,"On 29-Mar-2025, a case of attempt to murder was reported near Dakshina North PS. Investigation initiated under 100060025202500001."
83,100070029202400001,202400001,2024-11-06,10,29,2,2,6,21,4,3,2024-11-05 05:08:05,2024-11-06 06:08:05,2024-11-05 15:08:05,14.016481,78.342945,"On 05-Nov-2024, a case of ndps - possession was reported near Kalaburagi West PS. Investigation initiated under 100070029202400001."
84,100010005202500001,202500001,2025-11-24,70,5,2,2,6,21,7,9,2025-11-21 22:26:07,2025-11-24 17:26:07,2025-11-22 01:26:07,13.150226,77.660537,"On 21-Nov-2025, a case of ndps - possession was reported near Bengaluru Central PS. Investigation initiated under 100010005202500001."
85,100040016202400001,202400001,2024-03-29,4,16,4,2,6,22,7,9,2024-03-28 16:00:48,2024-03-29 07:00:48,2024-03-29 05:00:48,13.547259,78.016998,"On 28-Mar-2024, a case of ndps - trafficking was reported near Belagavi Town PS. Investigation initiated under 100040016202400001."
86,100040014202500001,202500001,2025-03-30,92,14,1,2,7,25,5,6,2025-03-30 00:02:10,2025-03-30 10:02:10,2025-03-31 00:02:10,13.590204,77.946975,"On 30-Mar-2025, a case of forgery was reported near Belagavi CEN Crime PS. Investigation initiated under 100040014202500001."
87,100090035202400001,202400001,2024-02-14,16,35,1,2,3,12,3,1,2024-02-12 09:01:45,2024-02-14 09:01:45,2024-02-12 10:01:45,14.326952,78.500107,"On 12-Feb-2024, a case of domestic violence was reported near Shivamogga East PS. Investigation initiated under 100090035202400001."
88,100050017202500001,202500001,2025-02-14,25,17,1,2,8,27,2,6,2025-02-13 10:21:24,2025-02-14 17:21:24,2025-02-13 14:21:24,13.700114,78.051581,"On 13-Feb-2025, a case of unlawful assembly was reported near Ballari Central PS. Investigation initiated under 100050017202500001."
89,100020007202400002,202400002,2024-05-04,81,7,1,2,2,7,6,2,2024-05-04 05:27:07,2024-05-04 23:27:07,2024-05-04 23:27:07,13.241243,77.817954,"On 04-May-2024, a case of burglary was reported near Bengaluru CEN Crime PS. Investigation initiated under 100020007202400002."
90,100030009202500002,202500002,2025-06-25,30,9,1,2,3,11,4,2,2025-06-22 21:26:42,2025-06-25 11:26:42,2025-06-23 09:26:42,13.375642,77.920747,"On 22-Jun-2025, a case of molestation was reported near Mysuru North PS. Investigation initiated under 100030009202500002."
91,100080031202500001,202500001,2025-12-27,20,31,3,1,1,2,2,3,2025-12-26 09:22:09,2025-12-27 15:22:09,2025-12-26 12:22:09,14.173054,78.372681,"On 26-Dec-2025, a case of attempt to murder was reported near Tumakuru North PS. Investigation initiated under 100080031202500001."
92,100060026202500003,202500003,2025-01-11,62,26,1,2,1,3,7,3,2025-01-10 10:52:15,2025-01-11 14:52:15,2025-01-11 01:52:15,13.882253,78.191741,"On 10-Jan-2025, a case of grievous hurt was reported near Dakshina West PS. Investigation initiated under 100060026202500003."
93,100030012202500002,202500002,2025-04-24,100,12,1,1,1,1,1,7,2025-04-23 12:38:38,2025-04-24 05:38:38,2025-04-24 08:38:38,13.425529,77.84472,"On 23-Apr-2025, a case of murder was reported near Mysuru Rural PS. Investigation initiated under 100030012202500002."
94,100050021202400002,202400002,2024-04-21,47,21,1,1,2,6,2,10,2024-04-19 18:34:49,2024-04-21 03:34:49,2024-04-20 03:34:49,13.757098,78.086956,"On 19-Apr-2024, a case of robbery was reported near Ballari South PS. Investigation initiated under 100050021202400002."
95,100040015202400001,202400001,2024-02-16,77,15,1,2,1,4,7,1,2024-02-14 03:09:13,2024-02-16 07:09:13,2024-02-14 23:09:13,13.587218,77.973247,"On 14-Feb-2024, a case of assault was reported near Belagavi Cyber Crime PS. Investigation initiated under 100040015202400001."
96,100100038202500002,202500002,2025-08-18,75,38,1,1,1,1,7,6,2025-08-15 11:31:03,2025-08-18 10:31:03,2025-08-15 21:31:03,14.494214,78.600511,"On 15-Aug-2025, a case of murder was reported near Hubballi-Dharwad Rural PS. Investigation initiated under 100100038202500002."
97,100090037202600002,202600002,2026-03-15,59,37,1,2,8,27,2,10,2026-03-14 06:34:40,2026-03-15 14:34:40,2026-03-14 17:34:40,14.367724,78.490485,"On 14-Mar-2026, a case of unlawful assembly was reported near Shivamogga South PS. Investigation initiated under 100090037202600002."
98,100080031202600001,202600001,2026-02-15,31,31,1,2,4,16,1,5,2026-02-14 02:59:44,2026-02-15 03:59:44,2026-02-14 18:59:44,14.195311,78.368086,"On 14-Feb-2026, a case of child labour was reported near Tumakuru North PS. Investigation initiated under 100080031202600001."
99,100090035202400002,202400002,2024-03-20,59,35,1,2,6,22,6,6,2024-03-19 03:30:58,2024-03-20 02:30:58,2024-03-19 18:30:58,14.369251,78.514424,"On 19-Mar-2024, a case of ndps - trafficking was reported near Shivamogga East PS. Investigation initiated under 100090035202400002."
