RowKey,CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
70_ITACT_66D,70,ITACT,66D,2,2
71_IPC_506,71,IPC,506,1,1
72_IPC_392,72,IPC,392,1,1
72_IPC_379,72,IPC,379,2,2
73_NDPS_20,73,NDPS,20,1,1
73_NDPS_22,73,NDPS,22,2,2
74_IPC_506,74,IPC,506,1,1
75_IPC_379,75,IPC,379,1,1
75_IPC_392,75,IPC,392,2,2
76_ITACT_66D,76,ITACT,66D,1,1
76_ITACT_66C,76,ITACT,66C,2,2
77_IPC_498A,77,IPC,498A,1,1
77_IPC_354,77,IPC,354,2,2
78_POCSO_8,78,POCSO,8,1,1
78_IPC_420,78,IPC,420,2,2
79_IPC_307,79,IPC,307,1,1
79_IPC_323,79,IPC,323,2,2
80_POCSO_8,80,POCSO,8,1,1
81_NDPS_22,81,NDPS,22,1,1
81_NDPS_20,81,NDPS,20,2,2
82_IPC_302,82,IPC,302,1,1
83_NDPS_20,83,NDPS,20,1,1
84_NDPS_20,84,NDPS,20,1,1
84_NDPS_22,84,NDPS,22,2,2
85_NDPS_22,85,NDPS,22,1,1
85_NDPS_20,85,NDPS,20,2,2
86_IPC_420,86,IPC,420,1,1
87_IPC_506,87,IPC,506,1,1
88_IPC_506,88,IPC,506,1,1
89_IPC_379,89,IPC,379,1,1
90_IPC_354,90,IPC,354,1,1
90_IPC_498A,90,IPC,498A,2,2
91_IPC_323,91,IPC,323,1,1
92_IPC_354,92,IPC,354,1,1
93_IPC_323,93,IPC,323,1,1
93_IPC_302,93,IPC,302,2,2
94_IPC_392,94,IPC,392,1,1
94_IPC_379,94,IPC,379,2,2
95_IPC_354,95,IPC,354,1,1
96_IPC_323,96,IPC,323,1,1
96_IPC_302,96,IPC,302,2,2
97_IPC_506,97,IPC,506,1,1
98_POCSO_4,98,POCSO,4,1,1
99_NDPS_20,99,NDPS,20,1,1
100_POCSO_4,100,POCSO,4,1,1
101_ITACT_66,101,ITACT,66,1,1
102_ITACT_66D,102,ITACT,66D,1,1
103_IPC_379,103,IPC,379,1,1
104_IPC_420,104,IPC,420,1,1
104_IPC_406,104,IPC,406,2,2
105_IPC_506,105,IPC,506,1,1
106_IPC_420,106,IPC,420,1,1
107_IPC_506,107,IPC,506,1,1
108_NDPS_22,108,NDPS,22,1,1
109_IPC_506,109,IPC,506,1,1
110_IPC_307,110,IPC,307,1,1
110_IPC_302,110,IPC,302,2,2
111_POCSO_8,111,POCSO,8,1,1
112_IPC_420,112,IPC,420,1,1
113_IPC_406,113,IPC,406,1,1
114_IPC_406,114,IPC,406,1,1
115_IPC_420,115,IPC,420,1,1
115_POCSO_4,115,POCSO,4,2,2
116_IPC_420,116,IPC,420,1,1
116_IPC_406,116,IPC,406,2,2
117_IPC_354,117,IPC,354,1,1
118_ITACT_66C,118,ITACT,66C,1,1
118_IPC_420,118,IPC,420,2,2
119_IPC_420,119,IPC,420,1,1
120_IPC_354,120,IPC,354,1,1
121_IPC_420,121,IPC,420,1,1
122_IPC_354,122,IPC,354,1,1
122_IPC_498A,122,IPC,498A,2,2
123_IPC_498A,123,IPC,498A,1,1
124_IPC_420,124,IPC,420,1,1
124_IPC_406,124,IPC,406,2,2
125_IPC_420,125,IPC,420,1,1
126_ITACT_66C,126,ITACT,66C,1,1
126_ITACT_66D,126,ITACT,66D,2,2
127_IPC_420,127,IPC,420,1,1
127_ITACT_66C,127,ITACT,66C,2,2
128_IPC_406,128,IPC,406,1,1
129_IPC_506,129,IPC,506,1,1
130_IPC_420,130,IPC,420,1,1
131_IPC_420,131,IPC,420,1,1
132_IPC_406,132,IPC,406,1,1
132_IPC_420,132,IPC,420,2,2
133_IPC_506,133,IPC,506,1,1
133_ITACT_66,133,ITACT,66,2,2
134_IPC_307,134,IPC,307,1,1
134_IPC_323,134,IPC,323,2,2
135_IPC_506,135,IPC,506,1,1
136_IPC_379,136,IPC,379,1,1
137_POCSO_8,137,POCSO,8,1,1
138_IPC_506,138,IPC,506,1,1
139_ITACT_66D,139,ITACT,66D,1,1
139_IPC_420,139,IPC,420,2,2
140_IPC_379,140,IPC,379,1,1
140_IPC_392,140,IPC,392,2,2
141_IPC_506,141,IPC,506,1,1
141_IPC_420,141,IPC,420,2,2
142_IPC_498A,142,IPC,498A,1,1
143_IPC_392,143,IPC,392,1,1
144_POCSO_4,144,POCSO,4,1,1
144_POCSO_8,144,POCSO,8,2,2
145_IPC_392,145,IPC,392,1,1
146_IPC_302,146,IPC,302,1,1
147_IPC_506,147,IPC,506,1,1
148_IPC_354,148,IPC,354,1,1
148_IPC_307,148,IPC,307,2,2
149_NDPS_20,149,NDPS,20,1,1
149_NDPS_22,149,NDPS,22,2,2
150_NDPS_20,150,NDPS,20,1,1
150_NDPS_22,150,NDPS,22,2,2
151_IPC_354,151,IPC,354,1,1
151_IPC_506,151,IPC,506,2,2
152_IPC_392,152,IPC,392,1,1
153_NDPS_22,153,NDPS,22,1,1
153_NDPS_20,153,NDPS,20,2,2
154_IPC_506,154,IPC,506,1,1
155_IPC_302,155,IPC,302,1,1
156_IPC_420,156,IPC,420,1,1
157_IPC_392,157,IPC,392,1,1
157_IPC_379,157,IPC,379,2,2
158_IPC_506,158,IPC,506,1,1
159_ITACT_66C,159,ITACT,66C,1,1
159_IPC_506,159,IPC,506,2,2
160_IPC_420,160,IPC,420,1,1
161_NDPS_22,161,NDPS,22,1,1
162_NDPS_20,162,NDPS,20,1,1
163_IPC_420,163,IPC,420,1,1
163_POCSO_8,163,POCSO,8,2,2
164_IPC_354,164,IPC,354,1,1
164_IPC_498A,164,IPC,498A,2,2
165_IPC_323,165,IPC,323,1,1
165_IPC_354,165,IPC,354,2,2
166_IPC_406,166,IPC,406,1,1
166_IPC_420,166,IPC,420,2,2
167_IPC_323,167,IPC,323,1,1
167_IPC_302,167,IPC,302,2,2
168_IPC_420,168,IPC,420,1,1
169_IPC_498A,169,IPC,498A,1,1
169_IPC_354,169,IPC,354,2,2
170_IPC_406,170,IPC,406,1,1
170_IPC_420,170,IPC,420,2,2
171_IPC_302,171,IPC,302,1,1
172_IPC_406,172,IPC,406,1,1
173_IPC_420,173,IPC,420,1,1
173_IPC_406,173,IPC,406,2,2
174_IPC_498A,174,IPC,498A,1,1
175_POCSO_8,175,POCSO,8,1,1
176_IPC_420,176,IPC,420,1,1
176_IPC_406,176,IPC,406,2,2
177_IPC_420,177,IPC,420,1,1
177_IPC_406,177,IPC,406,2,2
178_IPC_506,178,IPC,506,1,1
179_IPC_420,179,IPC,420,1,1
179_ITACT_66C,179,ITACT,66C,2,2
180_IPC_307,180,IPC,307,1,1
180_IPC_323,180,IPC,323,2,2
181_NDPS_20,181,NDPS,20,1,1
182_IPC_379,182,IPC,379,1,1
183_NDPS_20,183,NDPS,20,1,1
183_NDPS_22,183,NDPS,22,2,2
184_IPC_420,184,IPC,420,1,1
184_IPC_406,184,IPC,406,2,2
185_IPC_354,185,IPC,354,1,1
185_IPC_307,185,IPC,307,2,2
186_POCSO_8,186,POCSO,8,1,1
187_IPC_506,187,IPC,506,1,1
187_IPC_498A,187,IPC,498A,2,2
188_NDPS_22,188,NDPS,22,1,1
188_NDPS_20,188,NDPS,20,2,2
189_NDPS_22,189,NDPS,22,1,1
190_IPC_498A,190,IPC,498A,1,1
190_IPC_506,190,IPC,506,2,2
191_IPC_406,191,IPC,406,1,1
192_IPC_302,192,IPC,302,1,1
192_IPC_354,192,IPC,354,2,2
193_NDPS_22,193,NDPS,22,1,1
194_IPC_498A,194,IPC,498A,1,1
195_IPC_307,195,IPC,307,1,1
195_IPC_354,195,IPC,354,2,2
196_IPC_506,196,IPC,506,1,1
196_IPC_498A,196,IPC,498A,2,2
197_IPC_406,197,IPC,406,1,1
197_IPC_420,197,IPC,420,2,2
198_NDPS_20,198,NDPS,20,1,1
199_ITACT_66,199,ITACT,66,1,1
199_IPC_506,199,IPC,506,2,2
200_IPC_506,200,IPC,506,1,1
201_NDPS_20,201,NDPS,20,1,1
201_NDPS_22,201,NDPS,22,2,2
202_IPC_392,202,IPC,392,1,1
203_IPC_354,203,IPC,354,1,1
204_IPC_406,204,IPC,406,1,1
204_IPC_420,204,IPC,420,2,2
205_IPC_323,205,IPC,323,1,1
205_IPC_307,205,IPC,307,2,2
206_IPC_379,206,IPC,379,1,1
207_NDPS_20,207,NDPS,20,1,1
207_NDPS_22,207,NDPS,22,2,2
208_IPC_506,208,IPC,506,1,1
209_IPC_420,209,IPC,420,1,1
209_IPC_506,209,IPC,506,2,2
210_NDPS_20,210,NDPS,20,1,1
211_IPC_506,211,IPC,506,1,1
212_IPC_420,212,IPC,420,1,1
212_IPC_406,212,IPC,406,2,2
213_IPC_323,213,IPC,323,1,1
213_IPC_307,213,IPC,307,2,2
214_IPC_420,214,IPC,420,1,1
215_ITACT_66,215,ITACT,66,1,1
216_IPC_406,216,IPC,406,1,1
216_IPC_420,216,IPC,420,2,2
217_IPC_420,217,IPC,420,1,1
217_POCSO_8,217,POCSO,8,2,2
218_IPC_302,218,IPC,302,1,1
219_IPC_420,219,IPC,420,1,1
220_IPC_379,220,IPC,379,1,1
221_IPC_420,221,IPC,420,1,1
222_IPC_498A,222,IPC,498A,1,1
222_IPC_506,222,IPC,506,2,2
223_IPC_406,223,IPC,406,1,1
224_IPC_354,224,IPC,354,1,1
225_NDPS_20,225,NDPS,20,1,1
226_IPC_354,226,IPC,354,1,1
226_IPC_506,226,IPC,506,2,2
227_IPC_406,227,IPC,406,1,1
228_IPC_354,228,IPC,354,1,1
229_ITACT_66C,229,ITACT,66C,1,1
229_ITACT_66,229,ITACT,66,2,2
230_ITACT_66C,230,ITACT,66C,1,1
230_ITACT_66,230,ITACT,66,2,2
231_IPC_498A,231,IPC,498A,1,1
232_IPC_354,232,IPC,354,1,1
233_IPC_354,233,IPC,354,1,1
234_IPC_379,234,IPC,379,1,1
234_IPC_392,234,IPC,392,2,2
235_POCSO_4,235,POCSO,4,1,1
235_POCSO_8,235,POCSO,8,2,2
236_IPC_506,236,IPC,506,1,1
237_IPC_406,237,IPC,406,1,1
237_IPC_420,237,IPC,420,2,2
238_IPC_392,238,IPC,392,1,1
239_IPC_420,239,IPC,420,1,1
239_IPC_406,239,IPC,406,2,2
240_IPC_406,240,IPC,406,1,1
240_IPC_420,240,IPC,420,2,2
241_IPC_506,241,IPC,506,1,1
242_IPC_498A,242,IPC,498A,1,1
242_IPC_506,242,IPC,506,2,2
243_IPC_354,243,IPC,354,1,1
244_IPC_506,244,IPC,506,1,1
245_IPC_506,245,IPC,506,1,1
246_IPC_307,246,IPC,307,1,1
247_IPC_420,247,IPC,420,1,1
248_IPC_506,248,IPC,506,1,1
249_IPC_406,249,IPC,406,1,1
250_NDPS_20,250,NDPS,20,1,1
250_NDPS_22,250,NDPS,22,2,2
251_IPC_307,251,IPC,307,1,1
252_IPC_420,252,IPC,420,1,1
253_NDPS_22,253,NDPS,22,1,1
254_NDPS_20,254,NDPS,20,1,1
254_NDPS_22,254,NDPS,22,2,2
255_IPC_506,255,IPC,506,1,1
256_IPC_406,256,IPC,406,1,1
256_IPC_420,256,IPC,420,2,2
257_IPC_392,257,IPC,392,1,1
258_IPC_506,258,IPC,506,1,1
259_IPC_379,259,IPC,379,1,1
259_IPC_392,259,IPC,392,2,2
260_IPC_506,260,IPC,506,1,1
260_IPC_354,260,IPC,354,2,2
261_ITACT_66C,261,ITACT,66C,1,1
261_IPC_506,261,IPC,506,2,2
262_IPC_498A,262,IPC,498A,1,1
263_IPC_379,263,IPC,379,1,1
264_IPC_420,264,IPC,420,1,1
264_IPC_406,264,IPC,406,2,2
265_IPC_506,265,IPC,506,1,1
266_IPC_506,266,IPC,506,1,1
267_IPC_506,267,IPC,506,1,1
268_NDPS_20,268,NDPS,20,1,1
269_POCSO_4,269,POCSO,4,1,1
270_IPC_420,270,IPC,420,1,1
270_POCSO_8,270,POCSO,8,2,2
271_NDPS_20,271,NDPS,20,1,1
271_NDPS_22,271,NDPS,22,2,2
272_IPC_406,272,IPC,406,1,1
272_IPC_420,272,IPC,420,2,2
273_NDPS_22,273,NDPS,22,1,1
273_NDPS_20,273,NDPS,20,2,2
274_IPC_354,274,IPC,354,1,1
274_IPC_302,274,IPC,302,2,2
275_ITACT_66,275,ITACT,66,1,1
275_ITACT_66D,275,ITACT,66D,2,2
276_IPC_392,276,IPC,392,1,1
276_IPC_379,276,IPC,379,2,2
277_NDPS_20,277,NDPS,20,1,1
278_NDPS_20,278,NDPS,20,1,1
279_NDPS_22,279,NDPS,22,1,1
280_ITACT_66,280,ITACT,66,1,1
281_ITACT_66,281,ITACT,66,1,1
281_ITACT_66C,281,ITACT,66C,2,2
282_IPC_420,282,IPC,420,1,1
282_POCSO_4,282,POCSO,4,2,2
283_IPC_354,283,IPC,354,1,1
284_IPC_379,284,IPC,379,1,1
284_IPC_392,284,IPC,392,2,2
285_IPC_420,285,IPC,420,1,1
286_NDPS_22,286,NDPS,22,1,1
287_NDPS_22,287,NDPS,22,1,1
287_NDPS_20,287,NDPS,20,2,2
288_ITACT_66D,288,ITACT,66D,1,1
289_IPC_506,289,IPC,506,1,1
290_IPC_506,290,IPC,506,1,1
291_IPC_420,291,IPC,420,1,1
292_IPC_420,292,IPC,420,1,1
293_IPC_354,293,IPC,354,1,1
293_IPC_307,293,IPC,307,2,2
294_IPC_392,294,IPC,392,1,1
295_IPC_379,295,IPC,379,1,1
295_IPC_392,295,IPC,392,2,2
296_IPC_506,296,IPC,506,1,1
297_IPC_307,297,IPC,307,1,1
297_IPC_354,297,IPC,354,2,2
298_IPC_354,298,IPC,354,1,1
298_IPC_498A,298,IPC,498A,2,2
299_IPC_379,299,IPC,379,1,1
299_IPC_392,299,IPC,392,2,2
300_IPC_392,300,IPC,392,1,1
301_IPC_420,301,IPC,420,1,1
301_IPC_406,301,IPC,406,2,2
302_IPC_406,302,IPC,406,1,1
302_IPC_420,302,IPC,420,2,2
303_IPC_506,303,IPC,506,1,1
304_IPC_406,304,IPC,406,1,1
304_IPC_420,304,IPC,420,2,2
305_IPC_392,305,IPC,392,1,1
305_IPC_379,305,IPC,379,2,2
306_IPC_354,306,IPC,354,1,1
307_IPC_506,307,IPC,506,1,1
308_IPC_506,308,IPC,506,1,1
309_IPC_506,309,IPC,506,1,1
310_IPC_379,310,IPC,379,1,1
311_IPC_420,311,IPC,420,1,1
312_POCSO_8,312,POCSO,8,1,1
313_ITACT_66,313,ITACT,66,1,1
314_IPC_498A,314,IPC,498A,1,1
314_IPC_354,314,IPC,354,2,2
315_IPC_420,315,IPC,420,1,1
315_IPC_406,315,IPC,406,2,2
316_IPC_323,316,IPC,323,1,1
317_POCSO_4,317,POCSO,4,1,1
317_IPC_420,317,IPC,420,2,2
318_IPC_498A,318,IPC,498A,1,1
318_IPC_354,318,IPC,354,2,2
319_IPC_506,319,IPC,506,1,1
320_IPC_506,320,IPC,506,1,1
321_NDPS_20,321,NDPS,20,1,1
321_NDPS_22,321,NDPS,22,2,2
322_IPC_379,322,IPC,379,1,1
323_IPC_354,323,IPC,354,1,1
324_IPC_506,324,IPC,506,1,1
325_IPC_420,325,IPC,420,1,1
326_IPC_420,326,IPC,420,1,1
327_IPC_506,327,IPC,506,1,1
328_IPC_392,328,IPC,392,1,1
328_IPC_379,328,IPC,379,2,2
329_IPC_420,329,IPC,420,1,1
330_IPC_506,330,IPC,506,1,1
331_POCSO_8,331,POCSO,8,1,1
331_IPC_420,331,IPC,420,2,2
332_NDPS_22,332,NDPS,22,1,1
332_NDPS_20,332,NDPS,20,2,2
333_IPC_307,333,IPC,307,1,1
333_IPC_323,333,IPC,323,2,2
334_NDPS_22,334,NDPS,22,1,1
335_IPC_379,335,IPC,379,1,1
335_IPC_392,335,IPC,392,2,2
336_IPC_354,336,IPC,354,1,1
337_IPC_406,337,IPC,406,1,1
337_IPC_420,337,IPC,420,2,2
338_NDPS_20,338,NDPS,20,1,1
339_IPC_420,339,IPC,420,1,1
339_IPC_406,339,IPC,406,2,2
340_IPC_506,340,IPC,506,1,1
341_NDPS_20,341,NDPS,20,1,1
341_NDPS_22,341,NDPS,22,2,2
342_IPC_354,342,IPC,354,1,1
343_IPC_420,343,IPC,420,1,1
344_IPC_406,344,IPC,406,1,1
344_IPC_420,344,IPC,420,2,2
345_IPC_354,345,IPC,354,1,1
345_IPC_506,345,IPC,506,2,2
346_IPC_506,346,IPC,506,1,1
346_IPC_498A,346,IPC,498A,2,2
347_IPC_406,347,IPC,406,1,1
347_IPC_420,347,IPC,420,2,2
348_IPC_506,348,IPC,506,1,1
349_IPC_498A,349,IPC,498A,1,1
350_IPC_506,350,IPC,506,1,1
351_NDPS_20,351,NDPS,20,1,1
351_NDPS_22,351,NDPS,22,2,2
352_IPC_354,352,IPC,354,1,1
352_IPC_498A,352,IPC,498A,2,2
353_IPC_420,353,IPC,420,1,1
353_POCSO_8,353,POCSO,8,2,2
354_POCSO_8,354,POCSO,8,1,1
355_NDPS_20,355,NDPS,20,1,1
355_NDPS_22,355,NDPS,22,2,2
356_NDPS_22,356,NDPS,22,1,1
357_IPC_323,357,IPC,323,1,1
358_ITACT_66D,358,ITACT,66D,1,1
359_IPC_420,359,IPC,420,1,1
359_ITACT_66,359,ITACT,66,2,2
360_IPC_420,360,IPC,420,1,1
360_IPC_406,360,IPC,406,2,2
361_IPC_506,361,IPC,506,1,1
362_IPC_506,362,IPC,506,1,1
363_IPC_506,363,IPC,506,1,1
364_NDPS_20,364,NDPS,20,1,1
365_IPC_506,365,IPC,506,1,1
366_IPC_392,366,IPC,392,1,1
366_IPC_379,366,IPC,379,2,2
367_IPC_506,367,IPC,506,1,1
368_IPC_506,368,IPC,506,1,1
369_IPC_307,369,IPC,307,1,1
369_IPC_354,369,IPC,354,2,2
370_POCSO_8,370,POCSO,8,1,1
371_IPC_506,371,IPC,506,1,1
371_IPC_354,371,IPC,354,2,2
372_ITACT_66,372,ITACT,66,1,1
373_IPC_406,373,IPC,406,1,1
374_ITACT_66D,374,ITACT,66D,1,1
375_IPC_392,375,IPC,392,1,1
376_IPC_406,376,IPC,406,1,1
376_IPC_420,376,IPC,420,2,2
377_IPC_420,377,IPC,420,1,1
378_IPC_420,378,IPC,420,1,1
379_ITACT_66D,379,ITACT,66D,1,1
380_ITACT_66C,380,ITACT,66C,1,1
380_IPC_420,380,IPC,420,2,2
381_IPC_406,381,IPC,406,1,1
382_IPC_307,382,IPC,307,1,1
383_IPC_506,383,IPC,506,1,1
384_IPC_420,384,IPC,420,1,1
384_IPC_406,384,IPC,406,2,2
385_NDPS_22,385,NDPS,22,1,1
386_IPC_506,386,IPC,506,1,1
387_IPC_379,387,IPC,379,1,1
387_IPC_392,387,IPC,392,2,2
388_NDPS_22,388,NDPS,22,1,1
389_IPC_354,389,IPC,354,1,1
390_IPC_307,390,IPC,307,1,1
390_IPC_354,390,IPC,354,2,2
391_IPC_420,391,IPC,420,1,1
392_IPC_379,392,IPC,379,1,1
392_IPC_392,392,IPC,392,2,2
393_IPC_420,393,IPC,420,1,1
394_IPC_420,394,IPC,420,1,1
394_ITACT_66,394,ITACT,66,2,2
395_IPC_392,395,IPC,392,1,1
396_POCSO_4,396,POCSO,4,1,1
396_IPC_420,396,IPC,420,2,2
397_ITACT_66C,397,ITACT,66C,1,1
398_IPC_506,398,IPC,506,1,1
399_IPC_420,399,IPC,420,1,1
399_ITACT_66D,399,ITACT,66D,2,2
400_IPC_323,400,IPC,323,1,1
401_IPC_307,401,IPC,307,1,1
402_POCSO_8,402,POCSO,8,1,1
403_ITACT_66,403,ITACT,66,1,1
403_IPC_506,403,IPC,506,2,2
404_IPC_406,404,IPC,406,1,1
404_IPC_420,404,IPC,420,2,2
405_IPC_420,405,IPC,420,1,1
406_NDPS_20,406,NDPS,20,1,1
407_NDPS_22,407,NDPS,22,1,1
408_NDPS_22,408,NDPS,22,1,1
409_IPC_392,409,IPC,392,1,1
410_IPC_420,410,IPC,420,1,1
410_ITACT_66D,410,ITACT,66D,2,2
411_IPC_307,411,IPC,307,1,1
411_IPC_354,411,IPC,354,2,2
412_IPC_420,412,IPC,420,1,1
413_IPC_406,413,IPC,406,1,1
414_IPC_420,414,IPC,420,1,1
415_IPC_506,415,IPC,506,1,1
416_IPC_354,416,IPC,354,1,1
416_IPC_498A,416,IPC,498A,2,2
417_POCSO_4,417,POCSO,4,1,1
418_IPC_506,418,IPC,506,1,1
418_IPC_498A,418,IPC,498A,2,2
419_IPC_498A,419,IPC,498A,1,1
420_IPC_420,420,IPC,420,1,1
421_IPC_420,421,IPC,420,1,1
422_IPC_392,422,IPC,392,1,1
423_IPC_420,423,IPC,420,1,1
424_IPC_379,424,IPC,379,1,1
425_IPC_406,425,IPC,406,1,1
426_NDPS_20,426,NDPS,20,1,1
427_NDPS_20,427,NDPS,20,1,1
427_NDPS_22,427,NDPS,22,2,2
428_IPC_420,428,IPC,420,1,1
428_IPC_406,428,IPC,406,2,2
429_IPC_420,429,IPC,420,1,1
430_IPC_420,430,IPC,420,1,1
430_IPC_406,430,IPC,406,2,2
431_IPC_354,431,IPC,354,1,1
432_IPC_506,432,IPC,506,1,1
433_NDPS_22,433,NDPS,22,1,1
433_NDPS_20,433,NDPS,20,2,2
434_POCSO_8,434,POCSO,8,1,1
434_POCSO_4,434,POCSO,4,2,2
435_IPC_506,435,IPC,506,1,1
435_IPC_498A,435,IPC,498A,2,2
436_IPC_420,436,IPC,420,1,1
436_IPC_406,436,IPC,406,2,2
437_IPC_302,437,IPC,302,1,1
438_IPC_420,438,IPC,420,1,1
439_NDPS_22,439,NDPS,22,1,1
439_NDPS_20,439,NDPS,20,2,2
440_NDPS_20,440,NDPS,20,1,1
441_IPC_307,441,IPC,307,1,1
442_NDPS_22,442,NDPS,22,1,1
443_IPC_506,443,IPC,506,1,1
444_IPC_506,444,IPC,506,1,1
445_POCSO_4,445,POCSO,4,1,1
446_POCSO_8,446,POCSO,8,1,1
446_IPC_420,446,IPC,420,2,2
447_IPC_379,447,IPC,379,1,1
447_IPC_392,447,IPC,392,2,2
448_IPC_420,448,IPC,420,1,1
449_IPC_379,449,IPC,379,1,1
450_IPC_302,450,IPC,302,1,1
450_IPC_307,450,IPC,307,2,2
