CSID,CaseMasterID,csdate,cstype,PolicePersonID
189,271,2025-02-01 18:37:07,B,98
190,273,2026-03-21 06:12:51,B,84
191,275,2025-04-29 06:16:45,A,117
192,276,2026-03-19 07:59:01,C,34
193,278,2026-06-04 10:01:42,A,84
194,282,2025-06-12 23:21:48,A,74
195,283,2025-07-13 09:32:09,A,20
196,284,2025-01-10 05:04:10,A,23
197,286,2024-05-31 01:50:58,A,109
198,287,2026-03-20 17:23:58,A,34
199,288,2025-12-30 07:49:17,A,63
200,291,2024-09-04 16:29:22,A,61
201,292,2025-02-14 20:49:38,A,67
202,294,2025-07-29 01:52:29,A,110
203,295,2025-08-19 14:46:58,A,12
204,297,2024-05-06 17:54:38,C,117
205,298,2025-11-23 06:14:25,A,103
206,299,2025-06-23 14:14:42,A,105
207,300,2025-06-28 19:39:00,C,52
208,303,2024-09-11 13:30:11,B,74
209,304,2025-01-02 15:34:33,C,44
210,305,2026-05-03 16:16:25,A,21
211,306,2026-07-15 11:30:08,A,73
212,307,2025-08-15 16:37:07,A,9
213,308,2025-03-26 20:57:18,A,75
214,309,2025-09-20 04:16:59,A,33
215,310,2025-11-14 20:18:39,A,108
216,312,2025-05-11 20:04:23,B,35
217,314,2025-11-08 07:31:57,A,33
218,315,2025-02-14 09:55:28,C,37
219,319,2026-02-18 15:35:37,A,23
220,320,2026-02-18 04:13:45,A,19
221,321,2025-03-15 10:46:37,A,5
222,322,2026-06-22 23:29:20,A,19
223,323,2026-01-24 18:24:31,A,107
224,325,2026-07-23 23:13:40,A,22
225,326,2024-04-09 23:21:50,A,18
226,327,2025-10-20 01:54:36,C,94
227,328,2024-03-30 14:25:16,A,31
228,329,2025-06-25 06:00:08,A,34
229,330,2025-01-03 17:33:05,B,40
230,332,2024-04-09 18:27:30,C,71
231,333,2025-12-23 10:13:57,A,79
232,334,2025-07-20 03:33:36,A,64
233,336,2024-05-04 05:06:48,A,86
234,337,2025-04-16 19:14:27,B,72
235,338,2024-04-19 12:24:48,B,92
236,339,2024-08-28 14:00:38,A,55
237,341,2026-03-18 17:06:38,A,23
238,343,2026-02-21 18:01:01,B,69
239,344,2024-10-30 00:11:36,A,60
240,345,2025-07-05 18:19:02,A,26
241,346,2025-07-05 04:42:59,A,81
242,350,2025-10-29 14:17:15,A,94
243,351,2024-06-24 04:44:54,A,9
244,352,2024-10-03 23:20:08,B,112
245,353,2025-12-22 14:08:51,A,81
246,354,2024-04-15 10:46:57,B,3
247,355,2024-05-23 15:10:42,A,8
248,356,2025-10-04 23:41:38,A,37
249,357,2024-12-29 15:45:57,A,92
250,358,2024-04-24 15:48:02,A,29
251,359,2024-08-08 14:59:18,B,78
252,363,2025-09-28 13:09:48,A,43
253,365,2025-09-01 09:40:41,A,39
254,367,2025-02-20 11:51:13,A,88
255,368,2025-01-29 20:47:00,A,34
256,369,2024-09-20 16:05:32,C,104
257,370,2025-12-20 15:12:46,A,97
258,371,2025-10-24 03:12:11,C,118
259,372,2024-11-01 18:09:25,C,55
260,374,2024-07-24 03:59:38,B,88
261,377,2026-07-28 10:27:31,A,118
262,378,2024-06-22 03:41:49,A,13
263,381,2026-09-14 09:42:52,B,112
264,382,2025-09-12 14:11:08,A,94
265,383,2025-07-08 03:02:21,C,109
266,384,2025-05-24 15:52:59,A,62
267,385,2025-12-23 10:58:07,B,95
268,386,2025-08-26 00:09:16,A,79
269,390,2026-03-13 06:23:30,A,6
270,392,2026-07-05 21:35:31,A,107
271,393,2025-08-05 23:47:50,B,62
272,394,2025-11-26 14:04:30,B,18
273,395,2026-05-12 09:03:49,A,13
274,397,2026-03-27 12:18:53,A,89
275,399,2026-02-25 06:37:57,C,62
276,400,2024-07-19 07:18:44,A,25
277,401,2025-07-23 00:47:44,C,71
278,402,2025-08-13 12:03:47,A,74
279,408,2024-06-21 08:24:03,C,73
280,409,2025-10-15 15:43:35,A,68
281,410,2024-07-31 17:48:49,A,17
282,411,2024-03-21 06:23:20,A,23
283,413,2026-05-13 17:21:20,A,18
284,415,2025-12-21 21:39:27,C,33
285,416,2025-01-04 05:59:32,B,7
286,419,2024-07-07 05:06:32,A,53
287,421,2026-07-31 21:15:57,C,83
288,423,2024-03-06 09:53:22,A,45
289,424,2026-07-30 00:37:58,A,10
290,426,2025-04-09 10:15:04,A,67
291,427,2025-02-28 03:30:44,A,59
292,428,2026-04-18 18:34:22,A,64
293,429,2024-03-25 08:00:18,C,51
294,430,2025-02-11 18:12:53,C,109
295,431,2024-12-12 20:40:36,C,12
296,433,2024-05-21 06:47:12,A,55
297,434,2024-04-02 21:06:32,C,1
298,436,2026-03-03 16:58:12,A,105
299,438,2024-10-17 00:16:33,B,74
300,441,2025-08-28 13:39:37,A,57
301,442,2024-09-13 16:16:22,A,17
302,443,2025-12-11 21:59:16,C,56
303,444,2024-08-22 00:04:05,C,87
304,445,2024-07-11 08:09:26,A,30
305,446,2024-09-24 03:12:39,B,118
306,447,2026-01-12 06:06:32,C,91
307,448,2026-06-02 22:02:57,A,42
308,449,2026-04-03 16:21:56,A,75
309,450,2026-05-02 20:00:54,A,108
